Product ID,Category,Sub-Category,Product Name,Unit Price,Unit Cost
OFF-EN-10001434,Office Supplies,Envelopes,"Strathmore #10 Envelopes, Ultimate White","52,71","26,8821"
OFF-BI-10002498,Office Supplies,Binders,Clear Mylar Reinforcing Strips,"18,69","9,905700000000003"
FUR-FU-10004864,Furniture,Furnishings,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock","63,94","43,4792"
FUR-FU-10000073,Furniture,Furnishings,Deflect-O Glasstique Clear Desk Accessories,"7,699999999999999","5,159"
OFF-BI-10001670,Office Supplies,Binders,Vinyl Sectional Post Binders,"37,7","18,85"
OFF-BI-10001658,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,"24,92","13,456800000000001"
FUR-CH-10001215,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,"500,98","375,73500000000007"
OFF-BI-10000831,Office Supplies,Binders,Storex Flexible Poly Binders with Double Pockets,"2,64","1,4256"
OFF-PA-10000357,Office Supplies,Paper,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11","40,99","20,9049"
OFF-AR-10001662,Office Supplies,Art,Rogers Handheld Barrel Pencil Sharpener,"2,74","2,0002"
OFF-AR-10003856,Office Supplies,Art,Newell 344,"2,78","2,0572"
OFF-BI-10003527,Office Supplies,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,"1270,99","635,495"
FUR-FU-10001290,Furniture,Furnishings,Executive Impressions Supervisor Wall Clock,"42,1","28,628000000000004"
TEC-AC-10002399,Technology,Accessories,SanDisk Cruzer 32 GB USB Flash Drive,"19,02","12,9336"
OFF-AR-10003811,Office Supplies,Art,Newell 327,"2,21","1,6133"
OFF-AR-10001246,Office Supplies,Art,Newell 317,"2,94","2,0874"
TEC-CO-10003236,Technology,Copiers,Canon Image Class D660 Copier,"599,99","323,9946"
OFF-ST-10004507,Office Supplies,Storage,Advantus Rolling Storage Box,"17,15","12,519499999999999"
OFF-PA-10001667,Office Supplies,Paper,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),"5,98","3,2890000000000006"
OFF-ST-10004459,Office Supplies,Storage,Tennsco Single-Tier Lockers,"375,34","356,57300000000004"
OFF-ST-10000736,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,"80,98","77,74080000000001"
OFF-BI-10000285,Office Supplies,Binders,XtraLife ClearVue Slant-D Ring Binders by Cardinal,"7,84","3,9199999999999995"
TEC-PH-10003555,Technology,Phones,Motorola HK250 Universal Bluetooth Headset,"22,99","22,530199999999997"
OFF-FA-10002815,Office Supplies,Fasteners,Staples,"4,44","2,3532"
FUR-CH-10003379,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,"284,98","213,73500000000004"
OFF-ST-10004963,Office Supplies,Storage,Eldon Gobal File Keepers,"15,14","14,534400000000003"
OFF-SU-10002881,Office Supplies,Supplies,Martin Yale Chadless Opener Electric Letter Opener,"832,8100000000001","816,1538"
OFF-EN-10001335,Office Supplies,Envelopes,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes","10,94","5,47"
FUR-CH-10000595,Furniture,Chairs,Safco Contoured Stacking Chairs,"238,40000000000003","178,80000000000004"
FUR-FU-10000448,Furniture,Furnishings,Tenex Chairmats For Use With Carpeted Floors,"15,979999999999999","15,181"
TEC-PH-10000984,Technology,Phones,Panasonic KX-TG9471B,"195,99","141,1128"
OFF-ST-10001325,Office Supplies,Storage,Sterilite Officeware Hinged File Box,"10,48","7,6504"
OFF-BI-10002429,Office Supplies,Binders,"Premier Elliptical Ring Binder, Black","30,44","15,828800000000001"
OFF-BI-10004528,Office Supplies,Binders,Cardinal Poly Pocket Divider Pockets for Ring Binders,"3,36","1,8480000000000003"
OFF-AP-10001271,Office Supplies,Appliances,Eureka The Boss Cordless Rechargeable Stick Vac,"50,98","37,215399999999995"
FUR-CH-10002647,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set","70,98","53,235"
TEC-AC-10001432,Technology,Accessories,Enermax Aurora Lite Keyboard,"78,15","43,76399999999999"
TEC-PH-10002262,Technology,Phones,LG Electronics Tone+ HBS-730 Bluetooth Headset,"59,510000000000005","42,8472"
TEC-AC-10001465,Technology,Accessories,SanDisk Cruzer 64 GB USB Flash Drive,"36,32","25,424000000000003"
TEC-PH-10002597,Technology,Phones,Xblue XB-1670-86 X16 Small Office Telephone - Titanium,"125,99","94,4925"
FUR-FU-10000723,Furniture,Furnishings,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting","41,32","37,6012"
OFF-BI-10000404,Office Supplies,Binders,Avery Printable Repositionable Plastic Tabs,"8,6","4,558000000000001"
OFF-PA-10002986,Office Supplies,Paper,Xerox 1898,"6,68","3,4736"
OFF-SU-10001935,Office Supplies,Supplies,Staple remover,"2,18","2,0928000000000004"
FUR-CH-10002024,Furniture,Chairs,HON 5400 Series Task Chairs for Big and Tall,"700,9799999999999","560,784"
FUR-FU-10003039,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock","43,13","28,465800000000005"
OFF-FA-10004248,Office Supplies,Fasteners,Advantus T-Pin Paper Clips,"4,51","2,7510999999999997"
OFF-ST-10001780,Office Supplies,Storage,Tennsco 16-Compartment Lockers with Coat Rack,"647,89","492,39639999999997"
OFF-AR-10003560,Office Supplies,Art,Zebra Zazzle Fluorescent Highlighters,"6,080000000000001","4,012800000000001"
OFF-LA-10001297,Office Supplies,Labels,Avery 473,"10,35","5,382"
FUR-TA-10004256,Furniture,Tables,Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables,"417,4","388,1820000000001"
OFF-PA-10003441,Office Supplies,Paper,Xerox 226,"6,480000000000001","3,369600000000001"
OFF-BI-10000069,Office Supplies,Binders,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb","15,010000000000002","8,105400000000005"
OFF-AP-10003914,Office Supplies,Appliances,"Sanitaire Vibra Groomer IR Commercial Upright Vacuum, Replacement Belts","3,25","2,34"
FUR-FU-10004020,Furniture,Furnishings,Advantus Panel Wall Acrylic Frame,"5,47","3,1179"
OFF-FA-10003467,Office Supplies,Fasteners,"Alliance Big Bands Rubber Bands, 12/Pack","1,98","1,98"
TEC-PH-10002496,Technology,Phones,Cisco SPA301,"155,99","109,19300000000003"
OFF-PA-10004530,Office Supplies,Paper,Personal Creations Ink Jet Cards and Labels,"11,48","5,8548"
OFF-BI-10001107,Office Supplies,Binders,"GBC White Gloss Covers, Plain Front","14,48","7,674400000000001"
OFF-PA-10004451,Office Supplies,Paper,Xerox 222,"6,48","3,3696"
FUR-CH-10004997,Furniture,Chairs,Hon Every-Day Series Multi-Task Chairs,"187,97999999999993","150,384"
TEC-PH-10000347,Technology,Phones,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,"4,95","3,6135000000000006"
OFF-AR-10003394,Office Supplies,Art,Newell 332,"2,94","2,1462"
OFF-PA-10001450,Office Supplies,Paper,Rediform S.O.S. Phone Message Books,"4,98","2,5398"
OFF-SU-10001574,Office Supplies,Supplies,Acme Value Line Scissors,"3,65","2,555"
FUR-FU-10001475,Furniture,Furnishings,"Contract Clock, 14"", Brown","21,979999999999997","14,5068"
OFF-SU-10004498,Office Supplies,Supplies,Martin-Yale Premier Letter Opener,"12,88","12,4936"
TEC-PH-10000586,Technology,Phones,AT&T SB67148 SynJ,"65,99","48,1727"
OFF-BI-10002764,Office Supplies,Binders,Recycled Pressboard Report Cover with Reinforced Top Hinge,"3,23","1,6472999999999998"
OFF-LA-10003930,Office Supplies,Labels,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box","98,31","50,1381"
TEC-PH-10003800,Technology,Phones,i.Sound Portable Power - 8000 mAh,"52,99","52,460100000000004"
OFF-PA-10002005,Office Supplies,Paper,Xerox 225,"6,480000000000001","3,369600000000001"
OFF-PA-10004101,Office Supplies,Paper,Xerox 1894,"6,480000000000001","3,369600000000001"
OFF-AR-10004078,Office Supplies,Art,Newell 312,"5,839999999999999","4,088"
OFF-AP-10004708,Office Supplies,Appliances,Fellowes Superior 10 Outlet Split Surge Protector,"38,06","27,022600000000004"
FUR-FU-10001979,Furniture,Furnishings,Dana Halogen Swing-Arm Architect Lamp,"40,97","29,498399999999997"
OFF-SU-10004115,Office Supplies,Supplies,Acme Stainless Steel Office Snips,"7,27","5,307099999999999"
TEC-PH-10001425,Technology,Phones,Mophie Juice Pack Helium for iPhone,"79,99","57,59279999999999"
TEC-PH-10003963,Technology,Phones,GE 2-Jack Phone Line Splitter,"205,99","152,4326"
OFF-ST-10001490,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand","178,47","124,92900000000003"
OFF-PA-10002120,Office Supplies,Paper,Xerox 1889,"54,96","28,0296"
OFF-BI-10000848,Office Supplies,Binders,Angle-D Ring Binders,"5,47","2,9538"
TEC-PH-10003092,Technology,Phones,Motorola L804,"45,99","32,6529"
OFF-LA-10004345,Office Supplies,Labels,Avery 493,"4,91","2,5041000000000007"
OFF-PA-10001204,Office Supplies,Paper,Xerox 1972,"5,28","2,9040000000000004"
TEC-PH-10004667,Technology,Phones,Cisco 8x8 Inc. 6753i IP Business Phone System,"134,99","98,54270000000002"
OFF-BI-10002949,Office Supplies,Binders,Prestige Round Ring Binders,"6,08","3,2224"
FUR-FU-10003849,Furniture,Furnishings,"DAX Metal Frame, Desktop, Stepped-Edge","20,24","12,3464"
FUR-FU-10000010,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back","4,97","3,4293"
OFF-BI-10002824,Office Supplies,Binders,Recycled Easel Ring Binders,"14,92","8,206000000000001"
TEC-PH-10002538,Technology,Phones,Grandstream GXP1160 VoIP phone,"37,91","26,9161"
OFF-BI-10002103,Office Supplies,Binders,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl","8,69","4,6926"
FUR-CH-10004853,Furniture,Chairs,"Global Manager's Adjustable Task Chair, Storm","150,98","107,1958"
OFF-AP-10000179,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room,"123,38","75,26180000000001"
OFF-ST-10001272,Office Supplies,Storage,"Mini 13-1/2 Capacity Data Binder Rack, Pearl","130,87","98,1525"
FUR-FU-10000221,Furniture,Furnishings,"Master Caster Door Stop, Brown","5,08","3,3528000000000007"
OFF-AP-10001563,Office Supplies,Appliances,Belkin Premiere Surge Master II 8-outlet surge protector,"48,58","34,491800000000005"
OFF-BI-10000605,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red","3,81","2,0193000000000003"
OFF-ST-10001963,Office Supplies,Storage,Tennsco Regal Shelving Units,"101,41000000000001","98,36770000000001"
TEC-AC-10001267,Technology,Accessories,Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,"29,95","17,970000000000002"
TEC-PH-10002103,Technology,Phones,Jabra SPEAK 410,"93,98999999999998","67,6728"
TEC-AC-10002857,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 1/Pack","7,45","5,140500000000001"
FUR-CH-10001482,Furniture,Chairs,Office Star - Mesh Screen back chair with Vinyl seat,"130,98","116,5722"
OFF-BI-10001989,Office Supplies,Binders,Premium Transparent Presentation Covers by GBC,"20,98","10,909600000000003"
OFF-AP-10003287,Office Supplies,Appliances,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,"50,97","36,6984"
OFF-BI-10004728,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,"4,82","2,6028000000000002"
FUR-FU-10000732,Furniture,Furnishings,Eldon 200 Class Desk Accessories,"6,28","4,2703999999999995"
OFF-ST-10000585,Office Supplies,Storage,Economy Rollaway Files,"165,2","122,24799999999999"
OFF-LA-10002787,Office Supplies,Labels,Avery 480,"3,75","1,9500000000000004"
OFF-PA-10001934,Office Supplies,Paper,Xerox 1993,"6,48","3,3048"
OFF-AP-10002457,Office Supplies,Appliances,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red","104,65","76,39450000000001"
OFF-FA-10003112,Office Supplies,Fasteners,Staples,"7,890000000000001","4,339500000000001"
OFF-AP-10002350,Office Supplies,Appliances,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,"18,84","13,564800000000002"
TEC-AC-10001142,Technology,Accessories,First Data FD10 PIN Pad,"79,0","71,10000000000001"
TEC-AC-10001101,Technology,Accessories,Sony 16GB Class 10 Micro SDHC R40 Memory Card,"12,89","11,601"
OFF-AP-10002439,Office Supplies,Appliances,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,"70,97","52,51780000000001"
OFF-BI-10002827,Office Supplies,Binders,Avery Durable Poly Binders,"5,53","2,9862"
OFF-EN-10002230,Office Supplies,Envelopes,Airmail Envelopes,"83,93","44,48290000000001"
OFF-ST-10001511,Office Supplies,Storage,Space Solutions Commercial Steel Shelving,"64,65","61,41750000000001"
OFF-SU-10004231,Office Supplies,Supplies,Acme Tagit Stainless Steel Antibacterial Scissors,"9,9","7,227"
TEC-PH-10004042,Technology,Phones,ClearOne Communications CHAT 70 OC Speaker Phone,"158,99","117,6526"
FUR-FU-10003096,Furniture,Furnishings,"Master Giant Foot Doorstop, Safety Yellow","7,589999999999999","4,3263"
FUR-FU-10002759,Furniture,Furnishings,12-1/2 Diameter Round Wall Clock,"19,98","12,787199999999999"
FUR-TA-10000688,Furniture,Tables,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base","217,85","180,81550000000001"
OFF-AR-10001954,Office Supplies,Art,Newell 331,"4,889999999999999","3,5696999999999997"
OFF-AP-10004532,Office Supplies,Appliances,Kensington 6 Outlet Guardian Standard Surge Protector,"20,48","14,9504"
OFF-PA-10002137,Office Supplies,Paper,"Southworth 100% Résumé Paper, 24lb.","7,779999999999999","4,279000000000001"
OFF-AP-10000804,Office Supplies,Appliances,Hoover Portapower Portable Vacuum,"4,48","3,3600000000000008"
TEC-AC-10003614,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 10/Pack","11,590000000000002","7,7653000000000025"
FUR-FU-10003553,Furniture,Furnishings,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock","68,77","41,26199999999999"
OFF-BI-10004632,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,"304,99","167,74450000000004"
OFF-BI-10003305,Office Supplies,Binders,Avery Hanging File Binders,"5,98","3,229200000000001"
OFF-ST-10002583,Office Supplies,Storage,Fellowes Neat Ideas Storage Cubes,"32,48","31,180799999999998"
TEC-MA-10004125,Technology,Machines,Cubify CubeX 3D Printer Triple Head Print,"3999,99","2959,9925999999996"
OFF-LA-10001934,Office Supplies,Labels,Avery 516,"7,31","3,8743"
FUR-BO-10004015,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish","119,99","93,59220000000002"
FUR-FU-10004071,Furniture,Furnishings,Luxo Professional Magnifying Clamp-On Fluorescent Lamps,"104,01","89,4486"
OFF-ST-10002444,Office Supplies,Storage,Recycled Eldon Regeneration Jumbo File,"12,28","8,8416"
TEC-AC-10002253,Technology,Accessories,Imation Bio 8GB USB Flash Drive Imation Corp,"166,24","141,304"
OFF-PA-10000743,Office Supplies,Paper,Xerox 1977,"6,68","3,4736"
OFF-LA-10002312,Office Supplies,Labels,Avery 490,"14,8","7,400000000000002"
OFF-LA-10003510,Office Supplies,Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White","30,53","16,486200000000004"
OFF-AR-10001118,Office Supplies,Art,"Binney & Smith Crayola Metallic Crayons, 16-Color Pack","3,37","1,8872"
OFF-BI-10001575,Office Supplies,Binders,GBC Linen Binding Covers,"30,980000000000004","16,1096"
FUR-FU-10003394,Furniture,Furnishings,"Tenex ""The Solids"" Textured Chair Mats","69,96","58,0668"
FUR-TA-10002774,Furniture,Tables,Laminate Occasional Tables,"154,13000000000002","127,92790000000002"
OFF-PA-10001800,Office Supplies,Paper,Xerox 220,"6,480000000000001","3,369600000000001"
OFF-AP-10001469,Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector,"41,709999999999994","29,6141"
FUR-BO-10003272,Furniture,Bookcases,O'Sullivan Living Dimensions 5-Shelf Bookcases,"220,97999999999996","198,882"
OFF-EN-10001219,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes","7,64","3,8964000000000003"
OFF-AP-10001154,Office Supplies,Appliances,Bionaire Personal Warm Mist Humidifier/Vaporizer,"46,89000000000001","28,602900000000005"
TEC-AC-10001606,Technology,Accessories,Logitech Wireless Performance Mouse MX for PC and Mac,"99,99","61,993799999999986"
OFF-BI-10003355,Office Supplies,Binders,Cardinal Holdit Business Card Pockets,"4,98","2,5896000000000003"
FUR-FU-10002253,Furniture,Furnishings,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock","42,93999999999999","26,193399999999993"
OFF-PA-10004092,Office Supplies,Paper,Tops Green Bar Computer Printout Paper,"48,94","24,47"
FUR-TA-10000198,Furniture,Tables,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,"550,98","473,84280000000007"
OFF-ST-10000036,Office Supplies,Storage,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16","98,79","72,1167"
FUR-FU-10000222,Furniture,Furnishings,"Seth Thomas 16"" Steel Case Clock","32,48","21,761599999999998"
OFF-SU-10004664,Office Supplies,Supplies,Acme Softgrip Scissors,"8,14","5,779400000000001"
OFF-EN-10001141,Office Supplies,Envelopes,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""","10,98","5,5998"
TEC-PH-10002170,Technology,Phones,ClearSounds CSC500 Amplified Spirit Phone Corded phone,"69,99","50,392799999999994"
OFF-PA-10001954,Office Supplies,Paper,Xerox 1964,"22,84","12,3336"
FUR-TA-10002228,Furniture,Tables,"Bevis Traditional Conference Table Top, Plinth Base","333,36","276,6888"
OFF-ST-10004634,Office Supplies,Storage,"Personal Folder Holder, Ebony","11,21","7,847000000000001"
TEC-AC-10003610,Technology,Accessories,Logitech Illuminated - Keyboard,"59,99","31,194799999999997"
FUR-BO-10001619,Furniture,Bookcases,O'Sullivan Cherrywood Estates Traditional Bookcase,"84,98","66,2844"
OFF-BI-10000138,Office Supplies,Binders,Acco Translucent Poly Ring Binders,"4,68","2,4335999999999998"
TEC-AC-10001383,Technology,Accessories,Logitech Wireless Touch Keyboard K400,"24,99","20,7417"
OFF-LA-10003223,Office Supplies,Labels,Avery 508,"4,91","2,5041000000000007"
OFF-BI-10004094,Office Supplies,Binders,GBC Standard Plastic Binding Systems Combs,"8,85","4,5135"
OFF-PA-10004971,Office Supplies,Paper,Xerox 196,"5,78","2,9478000000000004"
OFF-SU-10004261,Office Supplies,Supplies,"Fiskars 8"" Scissors, 2/Pack","17,24","12,240400000000003"
TEC-PH-10000004,Technology,Phones,Belkin iPhone and iPad Lightning Cable,"14,99","11,092600000000001"
OFF-BI-10003638,Office Supplies,Binders,GBC Durable Plastic Covers,"19,35","10,449000000000002"
FUR-FU-10003577,Furniture,Furnishings,Nu-Dell Leatherette Frames,"14,340000000000002","9,1776"
OFF-BI-10000546,Office Supplies,Binders,Avery Durable Binders,"2,88","1,4687999999999999"
TEC-CO-10002095,Technology,Copiers,Hewlett Packard 610 Color Digital Copier / Printer,"499,99","274,9945000000001"
FUR-TA-10001095,Furniture,Tables,Chromcraft Round Conference Tables,"174,29","137,6891"
OFF-LA-10004484,Office Supplies,Labels,Avery 476,"4,13","2,2302000000000004"
OFF-EN-10001532,Office Supplies,Envelopes,Brown Kraft Recycled Envelopes,"16,98","8,49"
TEC-AC-10003174,Technology,Accessories,Plantronics S12 Corded Telephone Headset System,"107,79","64,67399999999999"
OFF-BI-10004187,Office Supplies,Binders,3-ring staple pack,"1,88","0,9776000000000001"
OFF-ST-10000025,Office Supplies,Storage,Fellowes Stor/Drawer Steel Plus Storage Drawers,"95,43","89,70420000000001"
FUR-FU-10004306,Furniture,Furnishings,Electrix Halogen Magnifier Lamp,"194,3","143,78200000000004"
FUR-CH-10003746,Furniture,Chairs,Hon 4070 Series Pagoda Round Back Stacking Chairs,"320,98","231,1056"
OFF-BI-10001036,Office Supplies,Binders,Cardinal EasyOpen D-Ring Binders,"9,14","4,57"
OFF-BI-10000301,Office Supplies,Binders,GBC Instant Report Kit,"6,470000000000001","3,2350000000000003"
OFF-AR-10004648,Office Supplies,Art,Boston 19500 Mighty Mite Electric Pencil Sharpener,"20,15","14,709499999999998"
FUR-FU-10002597,Furniture,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene","4,94","2,8652000000000006"
OFF-AR-10003405,Office Supplies,Art,"Dixon My First Ticonderoga Pencil, #2","5,85","4,1535"
FUR-CH-10002335,Furniture,Chairs,Hon GuestStacker Chair,"226,67","167,7358"
OFF-PA-10003657,Office Supplies,Paper,Xerox 1927,"4,28","2,3540000000000005"
FUR-BO-10004409,Furniture,Bookcases,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray","70,98","51,1056"
TEC-AC-10000057,Technology,Accessories,Microsoft Natural Ergonomic Keyboard 4000,"29,99","23,692100000000003"
OFF-EN-10000056,Office Supplies,Envelopes,Cameo Buff Policy Envelopes,"62,23","32,9819"
OFF-BI-10000014,Office Supplies,Binders,Heavy-Duty E-Z-D Binders,"10,909999999999998","5,782299999999999"
FUR-CH-10004675,Furniture,Chairs,"Lifetime Advantage Folding Chairs, 4/Carton","218,08","157,01760000000004"
OFF-BI-10001132,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""","5,38","2,7438"
FUR-CH-10003199,Furniture,Chairs,Office Star - Contemporary Task Swivel Chair,"110,98","84,3448"
TEC-PH-10001530,Technology,Phones,Cisco Unified IP Phone 7945G VoIP phone,"340,99","255,7425"
OFF-LA-10001569,Office Supplies,Labels,Avery 499,"4,98","2,6892000000000005"
OFF-PA-10000176,Office Supplies,Paper,Xerox 1887,"18,97","9,8644"
OFF-LA-10002271,Office Supplies,Labels,Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set,"3,0800000000000005","1,6016000000000006"
FUR-FU-10004090,Furniture,Furnishings,"Executive Impressions 14"" Contract Wall Clock","22,23","14,894100000000002"
OFF-AP-10000576,Office Supplies,Appliances,Belkin 7 Outlet SurgeMaster II,"39,48","28,4256"
OFF-PA-10003953,Office Supplies,Paper,Xerox 218,"6,48","3,3696"
FUR-FU-10000794,Furniture,Furnishings,"Eldon Stackable Tray, Side-Load, Legal, Smoke","9,14","6,032400000000001"
OFF-AR-10001897,Office Supplies,Art,Model L Table or Wall-Mount Pencil Sharpener,"17,99","12,952800000000002"
TEC-PH-10001795,Technology,Phones,ClearOne CHATAttach 160 - speaker phone,"619,99","433,99300000000005"
TEC-AC-10004901,Technology,Accessories,Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver ,"49,99","32,9934"
OFF-AR-10003190,Office Supplies,Art,Newell 32,"2,88","2,0736"
OFF-AP-10000240,Office Supplies,Appliances,Belkin F9G930V10-GRY 9 Outlet Surge,"53,48","37,970800000000004"
TEC-AC-10001838,Technology,Accessories,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,"199,99","113,9943"
OFF-PA-10003651,Office Supplies,Paper,Xerox 1968,"6,68","3,4736000000000002"
OFF-BI-10003094,Office Supplies,Binders,Self-Adhesive Ring Binder Labels,"3,520000000000001","1,8656000000000004"
FUR-CH-10001394,Furniture,Chairs,Global Leather Executive Chair,"350,99","245,69299999999998"
OFF-BI-10004230,Office Supplies,Binders,GBC Recycled Grain Textured Covers,"34,54","17,9608"
OFF-PA-10003395,Office Supplies,Paper,Xerox 1941,"104,85","54,522"
TEC-AC-10002402,Technology,Accessories,Razer Kraken PRO Over Ear PC and Music Headset,"79,99","55,992999999999995"
TEC-AC-10003441,Technology,Accessories,Kingston Digital DataTraveler 32GB USB 2.0,"16,95","15,933"
OFF-FA-10002280,Office Supplies,Fasteners,Advantus Plastic Paper Clips,"5,0","2,6"
OFF-SU-10000381,Office Supplies,Supplies,Acme Forged Steel Scissors with Black Enamel Handles,"9,31","6,610100000000001"
OFF-EN-10004459,Office Supplies,Envelopes,Security-Tint Envelopes,"7,64","3,8964"
FUR-CH-10000665,Furniture,Chairs,"Global Airflow Leather Mesh Back Chair, Black","150,98","105,686"
OFF-AP-10003884,Office Supplies,Appliances,"Fellowes Smart Surge Ten-Outlet Protector, Platinum","60,22","43,358399999999996"
TEC-PH-10001557,Technology,Phones,Pyle PMP37LED,"95,99","70,0727"
TEC-PH-10002085,Technology,Phones,Clarity 53712,"65,99","48,83259999999999"
OFF-AR-10002956,Office Supplies,Art,Boston 16801 Nautilus Battery Pencil Sharpener,"22,009999999999998","16,2874"
OFF-AP-10003266,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room","14,81","8,5898"
TEC-MA-10004002,Technology,Machines,Zebra GX420t Direct Thermal/Thermal Transfer Printer,"530,95","376,9745000000001"
OFF-BI-10001071,Office Supplies,Binders,GBC ProClick Punch Binding System,"63,97999999999999","32,62979999999999"
OFF-PA-10001560,Office Supplies,Paper,"Adams Telephone Message Books, 5 1/4” x 11”","6,040000000000001","3,201200000000001"
OFF-AR-10002578,Office Supplies,Art,Newell 335,"2,88","2,0448"
FUR-BO-10001519,Furniture,Bookcases,O'Sullivan 3-Shelf Heavy-Duty Bookcases,"58,14","44,1864"
OFF-BI-10001294,Office Supplies,Binders,Fellowes Binding Cases,"11,7","6,4350000000000005"
OFF-BI-10001636,Office Supplies,Binders,Ibico Plastic and Wire Spiral Binding Combs,"8,43","4,5522"
OFF-SU-10002503,Office Supplies,Supplies,Acme Preferred Stainless Steel Scissors,"5,68","4,0328"
OFF-LA-10004093,Office Supplies,Labels,Avery 486,"7,31","3,8743"
FUR-FU-10003878,Furniture,Furnishings,"Linden 10"" Round Wall Clock, Black","15,28","10,084800000000001"
TEC-AC-10000710,Technology,Accessories,Maxell DVD-RAM Discs,"16,48","9,393599999999998"
OFF-AR-10002335,Office Supplies,Art,DIXON Oriole Pencils,"2,58","1,9092"
OFF-PA-10001870,Office Supplies,Paper,Xerox 202,"6,48","3,3696"
OFF-PA-10001019,Office Supplies,Paper,Xerox 1884,"19,98","10,589400000000001"
OFF-SU-10002537,Office Supplies,Supplies,Acme Box Cutter Scissors,"10,23","7,5702"
OFF-ST-10003221,Office Supplies,Storage,Staple magnet,"10,68","7,796399999999999"
OFF-AR-10003752,Office Supplies,Art,Deluxe Chalkboard Eraser Cleaner,"11,55","6,237000000000001"
TEC-AC-10001714,Technology,Accessories,Logitech MX Performance Wireless Mouse,"39,89","25,1307"
OFF-AR-10003958,Office Supplies,Art,Newell 337,"3,28","2,3288000000000006"
TEC-PH-10002923,Technology,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural","36,99","27,0027"
OFF-LA-10004272,Office Supplies,Labels,Avery 482,"2,89","1,5317"
FUR-FU-10000965,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock","51,94","30,644599999999997"
OFF-LA-10004853,Office Supplies,Labels,Avery 483,"4,98","2,6892000000000005"
OFF-BI-10003719,Office Supplies,Binders,Large Capacity Hanging Post Binders,"24,950000000000003","13,473"
OFF-BI-10000545,Office Supplies,Binders,GBC Ibimaster 500 Manual ProClick Binding System,"760,98","380,4900000000001"
OFF-PA-10003591,Office Supplies,Paper,Southworth 100% Cotton The Best Paper,"11,479999999999999","5,739999999999999"
